Language	FileName	DH_Weight	CoarseDependency	DistanceWeight
Afrikaans	2560755	-0.483502998906	advmod	0.708278784202
Afrikaans	2560755	0.842113208894	amod	0.480325946771
Afrikaans	2560755	-0.221040336364	appos	0.0556123020241
Afrikaans	2560755	-0.126265442775	aux	0.869287828403
Afrikaans	2560755	-0.17998628385	case	0.0259308886919
Afrikaans	2560755	0.956746867337	cc	0.787350013987
Afrikaans	2560755	-0.228859937291	ccomp	0.847812035843
Afrikaans	2560755	0.90235779193	compound	0.72928401329
Afrikaans	2560755	-0.712192807755	conj	0.0226819951668
Afrikaans	2560755	0.882316980642	cop	0.832762001783
Afrikaans	2560755	0.296214132582	csubj	0.825582902185
Afrikaans	2560755	-0.0961531223017	dep	0.51506957446
Afrikaans	2560755	-0.247652165672	det	0.413952037063
Afrikaans	2560755	0.343726529151	flat	0.217684504513
Afrikaans	2560755	0.460327121233	iobj	0.638251081132
Afrikaans	2560755	0.268757138845	mark	0.479715222301
Afrikaans	2560755	0.24221255708	nmod	0.841412225066
Afrikaans	2560755	0.462582617429	nsubj	0.00698038197913
Afrikaans	2560755	0.346686376524	nummod	0.603055434039
Afrikaans	2560755	0.849512682173	obj	0.0969289008706
Afrikaans	2560755	0.647067941215	obl	0.959251523858
Afrikaans	2560755	0.651005121263	punct	0.341486733426
Afrikaans	2560755	-0.870406333968	xcomp	0.823353891767
Afrikaans	2586468	0.385598571319	advmod	0.375701264631
Afrikaans	2586468	0.451294950555	amod	0.894017338207
Afrikaans	2586468	-0.787337601955	appos	0.996216225009
Afrikaans	2586468	-0.54656716118	aux	0.93740585423
Afrikaans	2586468	0.930756686603	case	0.510896758565
Afrikaans	2586468	-0.515765498978	cc	0.486582425255
Afrikaans	2586468	0.504106799479	ccomp	0.638685079244
Afrikaans	2586468	-0.808457064506	compound	0.852039424655
Afrikaans	2586468	-0.306697177928	conj	0.881512989787
Afrikaans	2586468	0.377682523527	cop	0.509779186408
Afrikaans	2586468	-0.288821947696	csubj	0.701544664955
Afrikaans	2586468	-0.124832457413	dep	0.604849855621
Afrikaans	2586468	0.325278200947	det	0.0455511721912
Afrikaans	2586468	-0.347290522746	flat	0.282708508771
Afrikaans	2586468	0.786909701216	iobj	0.733318657473
Afrikaans	2586468	0.829256727793	mark	0.260082471806
Afrikaans	2586468	0.862420505872	nmod	0.325000332963
