Language	FileName	DH_Weight	CoarseDependency	DistanceWeight
Czech	9566073	0.334070119203	acl	0.533597296317
Czech	9566073	-0.685603633072	advcl	0.419809604506
Czech	9566073	-0.847513379936	advmod	0.245485241621
Czech	9566073	-0.513908127531	amod	0.629434509317
Czech	9566073	0.151525577523	appos	0.743384948454
Czech	9566073	-0.810930610696	aux	0.110421519373
Czech	9566073	0.407015181238	case	0.238954212357
Czech	9566073	0.0564190613427	cc	0.190937171259
Czech	9566073	-0.729677597526	ccomp	0.34210044582
Czech	9566073	-0.355073619192	compound	0.571562792652
Czech	9566073	0.914448359712	conj	0.202479760162
Czech	9566073	-0.589305709182	csubj	0.150047906075
Czech	9566073	-0.392162077502	dep	0.22126229521
Czech	9566073	-0.966135079769	det	0.444487550351
Czech	9566073	-0.395230467791	discourse	0.360255584484
Czech	9566073	-0.0790950240243	expl	0.715806917877
Czech	9566073	-0.644854954205	fixed	0.771960580714
Czech	9566073	0.865639243588	flat	0.18955444796
Czech	9566073	0.681607795973	iobj	0.0473512157533
Czech	9566073	-0.232229216587	lifted_case	0.958796165473
Czech	9566073	-0.562570929314	lifted_cc	0.317492829569
Czech	9566073	0.0490155023875	lifted_cop	0.404221554783
Czech	9566073	-0.798088736199	lifted_mark	0.634059480519
Czech	9566073	-0.705551049356	mark	0.273963322002
Czech	9566073	-0.0315901042391	nmod	0.198800178529
Czech	9566073	0.180067251139	nsubj	0.296250702851
Czech	9566073	-0.885888770394	nummod	0.676124546926
Czech	9566073	-0.741262223804	obj	0.740685800094
Czech	9566073	0.356157180201	obl	0.074040461777
Czech	9566073	-0.39667739463	orphan	0.990992937779
Czech	9566073	0.980992166138	parataxis	0.631968487021
Czech	9566073	0.1960891181	punct	0.24899794084
Czech	9566073	0.129524172056	vocative	0.743417398862
Czech	9566073	0.544371581195	xcomp	0.775398176936
Catalan	7484166	0.542385420823	acl	0.203779853052
Catalan	7484166	-0.306243128878	advcl	0.468898799217
Catalan	7484166	0.719340161007	advmod	0.105159802267
Catalan	7484166	-0.425591517525	amod	0.830455946993
Catalan	7484166	-0.754840576553	appos	0.94198412664
Catalan	7484166	0.378180840048	aux	0.417617151884
Catalan	7484166	0.631674265182	cc	0.569497673863
Catalan	7484166	-0.909951573347	ccomp	0.53795102933
Catalan	7484166	0.383992323711	compound	0.979964623656
Catalan	7484166	-0.963950690211	conj	0.166639586593
Catalan	7484166	-0.575986146849	csubj	0.410865567622
Catalan	7484166	-0.449791809513	dep	0.447579723192
Catalan	7484166	0.752892750883	det	0.403648650439
Catalan	7484166	-0.100968610204	expl	0.814780958341
Catalan	7484166	0.00287092626929	fixed	0.265103706606
Catalan	7484166	0.571108830355	flat	0.0705355689111
Catalan	7484166	0.637418223093	iobj	0.333510765426
Catalan	7484166	-0.494706356854	lifted_case	0.585668303449
Catalan	7484166	0.289083239348	lifted_cc	0.673872289178
Catalan	7484166	0.68627596343	lifted_cop	0.71978772698
Catalan	7484166	0.37815440242	lifted_mark	0.437803926469
Catalan	7484166	0.545275520926	mark	0.838388606995
Catalan	7484166	-0.899898082799	nmod	0.155855295261
Catalan	7484166	0.427191067044	nsubj	0.341871377613
Catalan	7484166	0.874610749774	nummod	0.524372212713
Catalan	7484166	0.118024003907	obj	0.596138954988
Catalan	7484166	-0.216562070168	obl	0.387806459148
Catalan	7484166	-0.211616807175	orphan	0.358436201869
Catalan	7484166	-0.518234671752	parataxis	0.634339526777
Catalan	7484166	0.22592261711	punct	0.769699303073
Catalan	7484166	-0.772616439539	xcomp	0.738851969245
Romanian	6793944	-0.766997592034	acl	0.896005511232
Romanian	6793944	0.101354786939	advcl	0.330560150459
Romanian	6793944	-0.990276013642	advmod	0.124567647997
Romanian	6793944	0.462069804083	amod	0.761180023508
Romanian	6793944	-0.489537370816	appos	0.823864242983
Romanian	6793944	-0.0218074399926	aux	0.881329520429
Romanian	6793944	0.0253200009245	case	0.651319841384
Romanian	6793944	0.516874131046	ccomp	0.147694677773
Romanian	6793944	0.642010898608	compound	0.0402177619239
Romanian	6793944	-0.498693996643	conj	0.116098915526
Romanian	6793944	-0.656703638103	csubj	0.140499968974
Romanian	6793944	0.117835936573	dep	0.921966407916
Romanian	6793944	0.348970212942	det	0.826699700399
Romanian	6793944	0.658251646308	discourse	0.239861117718
Romanian	6793944	-0.184098571886	expl	0.01875004855
Romanian	6793944	0.902601485088	fixed	0.374800893185
Romanian	6793944	-0.152778412366	flat	0.191500710048
Romanian	6793944	-0.77581296107	goeswith	0.183057988001
Romanian	6793944	0.0807007105996	iobj	0.924608324167
Romanian	6793944	0.572521134525	lifted_case	0.78437517764
Romanian	6793944	0.41285442936	lifted_cc	0.0565030619838
Romanian	6793944	-0.122984983183	lifted_cop	0.593695962067
Romanian	6793944	-0.897882611609	lifted_mark	0.523165863635
Romanian	6793944	-0.840505481153	list	0.584475166807
Romanian	6793944	-0.564924365735	mark	0.207931716759
Romanian	6793944	0.363176095249	nmod	0.399438069342
Romanian	6793944	0.408007984839	nsubj	0.126078298584
Romanian	6793944	-0.834720786998	nummod	0.33962358688
Romanian	6793944	0.192776548567	obj	0.94629983567
Romanian	6793944	-0.230032192021	obl	0.885301983409
Romanian	6793944	0.480639102182	orphan	0.347598683177
Romanian	6793944	-0.119324300665	parataxis	0.833649564576
Romanian	6793944	-0.703405991241	punct	0.308494045131
Romanian	6793944	-0.835467795995	reparandum	0.977066004483
Romanian	6793944	0.123241687165	vocative	0.952657055241
Romanian	6793944	0.39353722356	xcomp	0.0883042079128
Urdu	2559410	0.156337385989	acl	0.0882736548203
Urdu	2559410	-0.762801734088	advcl	0.559728716243
Urdu	2559410	0.996269785588	advmod	0.72432035781
Urdu	2559410	-0.795071523855	amod	0.396946870474
Urdu	2559410	-0.808576784144	aux	0.406487645833
Urdu	2559410	-0.0772036230448	case	0.396216679648
Urdu	2559410	0.1034416222	compound	0.61084064286
Urdu	2559410	-0.488685645066	conj	0.6406442625
Urdu	2559410	-0.650118827064	dep	0.936418353181
Urdu	2559410	-0.0795805544966	det	0.0723131559584
Urdu	2559410	0.998648105165	dislocated	0.350783840178
Urdu	2559410	-0.851798375537	iobj	0.491685483624
Urdu	2559410	0.902384468576	lifted_case	0.833575629882
Urdu	2559410	0.413006531241	lifted_cc	0.470108582951
Urdu	2559410	0.649800967042	lifted_cop	0.86026389311
Urdu	2559410	-0.618105555726	lifted_mark	0.339633934747
Urdu	2559410	0.801987369825	mark	0.00100997270121
Urdu	2559410	0.249422838031	nmod	0.698519003758
Urdu	2559410	-0.557907690062	nsubj	0.283047034059
Urdu	2559410	0.0431451855733	nummod	0.107933550003
Urdu	2559410	-0.64244402851	obj	0.263471845786
Urdu	2559410	-0.493231185413	obl	0.912628940958
Urdu	2559410	0.370756091896	punct	0.983896269717
Urdu	2559410	-0.409609222954	vocative	0.405186550862
Urdu	2559410	-0.243548258252	xcomp	0.729899055168
Gothic	1769809	-0.915752689888	acl	0.812823628346
Gothic	1769809	0.33674349656	advcl	0.28161411862
Gothic	1769809	-0.20024679194	advmod	0.768645978733
Gothic	1769809	0.0627511572087	amod	0.162577898435
Gothic	1769809	-0.0255625456951	appos	0.593122353609
Gothic	1769809	-0.325344128715	aux	0.0555022093487
Gothic	1769809	0.939906427916	case	0.909607285742
Gothic	1769809	-0.671813454673	ccomp	0.729246476914
Gothic	1769809	0.428252969426	conj	0.977545364615
Gothic	1769809	-0.478591527391	csubj	0.268411368939
Gothic	1769809	-0.0473590402604	dep	0.48462438127
Gothic	1769809	-0.39388383429	det	0.982041454734
Gothic	1769809	-0.471817762619	discourse	0.822774885564
Gothic	1769809	0.343418842359	fixed	0.43500107699
Gothic	1769809	0.940664729945	flat	0.216166149367
Gothic	1769809	0.776297464012	iobj	0.933698168067
Gothic	1769809	-0.452091505316	lifted_case	0.816027855122
Gothic	1769809	0.993936752099	lifted_cc	0.197463114973
Gothic	1769809	0.00649180273243	lifted_mark	0.881240416535
Gothic	1769809	-0.133578540251	mark	0.446384995474
Gothic	1769809	-0.572857010311	nmod	0.491601463057
Gothic	1769809	0.923536168966	nsubj	0.224796203972
Gothic	1769809	0.92545704004	nummod	0.235975122719
Gothic	1769809	0.265079901762	obj	0.83701526201
Gothic	1769809	0.234219154813	obl	0.243285682373
Gothic	1769809	-0.299662946039	orphan	0.65969064586
Gothic	1769809	0.923395945707	parataxis	0.946350630283
Gothic	1769809	-0.352404025361	vocative	0.937855814372
Gothic	1769809	-0.37500420674	xcomp	0.336416315927
Coptic	986135	-0.673553783504	acl	0.804806422882
Coptic	986135	-0.863862652267	advcl	0.976871464175
Coptic	986135	-0.190061273276	advmod	0.448805687598
Coptic	986135	-0.474552090342	amod	0.599001394649
Coptic	986135	-0.48587940981	appos	0.269848129823
Coptic	986135	-0.349828855032	aux	0.96008895591
Coptic	986135	0.334301569199	ccomp	0.146693843067
Coptic	986135	-0.0546820569213	conj	0.158906260834
Coptic	986135	-0.957333368431	csubj	0.407281204786
Coptic	986135	-0.429863135756	dep	0.897465372778
Coptic	986135	-0.123889981092	det	0.305232488589
Coptic	986135	0.739580800895	discourse	0.19766552566
Coptic	986135	0.423054106442	dislocated	0.700070347394
Coptic	986135	0.183756978181	fixed	0.0977855948442
Coptic	986135	0.00687844033675	flat	0.652292675846
Coptic	986135	0.19455594904	iobj	0.409176279766
Coptic	986135	-0.750632250922	lifted_case	0.503109613571
Coptic	986135	-0.298148644396	lifted_cc	0.602493709624
Coptic	986135	-0.230786419912	lifted_cop	0.835853717026
Coptic	986135	0.849882161358	lifted_mark	0.928373760568
Coptic	986135	0.922410307868	nmod	0.364269433469
Coptic	986135	0.501861856495	nsubj	0.59719627194
Coptic	986135	0.806585441925	nummod	0.910981285291
Coptic	986135	0.976667199241	obj	0.416719285655
