FileName	ModelName	Counter	AverageLoss_LM	DH_Weight	CoarseDependency	DistanceWeight	EntropyWeight	ObjectiveName
7185689495	optimizeUniformity.py	304030	6.766657265314823	-7.126041	acl	-3.0838022	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-5.3073545	advcl	2.179139	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	7.507216	advmod	-10.832327	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	7.869469	amod	-7.5400248	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	4.419071	appos	-0.3289374	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-7.482086	aux	-0.5051208	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	4.889214	ccomp	-1.0229676	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	6.948145	compound	-7.791095	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	7.0907254	conj	1.5334904	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-3.607005	csubj	-1.3284676	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	2.709367	dep	3.4201624	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	8.443052	det	-2.1720715	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	3.5630703	discourse	0.13536909	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	1.7901934	dislocated	0.7104529	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-3.248612	expl	4.273174	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-2.8625712	fixed	2.6214707	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	4.821951	flat	5.609235	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	4.625023	goeswith	0.67259735	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-3.3049123	iobj	-1.2688605	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-6.9181495	lifted_case	-1.1730278	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-4.594783	lifted_cc	-0.95427716	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	0.3620426	lifted_cop	0.18825537	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-6.6770678	lifted_mark	-0.45643076	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	3.1529653	list	-1.0771791	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	6.956767	nmod	8.323245	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-7.2486925	nsubj	6.6017714	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	5.7877364	nummod	3.1015806	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	9.817745	obj	7.341906	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-6.4044747	obl	-1.8400602	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	0.5546887	orphan	0.450184	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-5.471706	parataxis	-5.3256316	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	0.0	punct	0.0	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	-0.90961725	reparandum	0.99400216	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	2.9788594	vocative	0.66199154	0.001	LM
7185689495	optimizeUniformity.py	304030	6.766657265314823	5.030748	xcomp	-2.1180549	0.001	LM
