Language	FileName	DH_Weight	CoarseDependency	DistanceWeight
Afrikaans	330073	0.287215768339	advmod	0.360440025596
Afrikaans	330073	-0.451716549406	amod	0.0750009729329
Afrikaans	330073	-0.0360474868563	appos	0.454118141094
Afrikaans	330073	-0.083764180887	aux	0.1881321257
Afrikaans	330073	0.911628498238	case	0.263435744031
Afrikaans	330073	0.955326468365	cc	0.436904703631
Afrikaans	330073	0.475958828138	ccomp	0.453542884629
Afrikaans	330073	-0.151302664647	compound	0.565234169417
Afrikaans	330073	0.197980538421	conj	0.638169190705
Afrikaans	330073	-0.952833785059	cop	0.475869559048
Afrikaans	330073	-0.104571626231	csubj	0.266060353557
Afrikaans	330073	0.480697076859	dep	0.0325259828676
Afrikaans	330073	-0.982514054788	det	0.416816923322
Afrikaans	330073	0.119629641567	flat	0.643276631999
Afrikaans	330073	0.286958164663	iobj	0.439533659353
Afrikaans	330073	0.150550950549	mark	0.377931570514
Afrikaans	330073	-0.43237482374	nmod	0.161742549052
Afrikaans	330073	0.439439422193	nsubj	0.207741534409
Afrikaans	330073	-0.913237531518	nummod	0.930465149453
Afrikaans	330073	0.229997314292	obj	0.569844043589
Afrikaans	330073	-0.0403090298459	obl	0.02420212097
Afrikaans	330073	0.317202088914	punct	0.4643221459
Afrikaans	330073	-0.950143606825	xcomp	0.854368180573
Afrikaans	4784611	0.748143326156	advmod	0.462249509271
Afrikaans	4784611	-0.212855725376	amod	0.649596343337
Afrikaans	4784611	-0.368720317434	appos	0.269158837482
Afrikaans	4784611	0.584513004255	aux	0.513313089508
Afrikaans	4784611	-0.873502054795	case	0.30566141249
Afrikaans	4784611	0.875852885596	cc	0.69860823096
Afrikaans	4784611	-0.769798281052	ccomp	0.512474771641
Afrikaans	4784611	-0.943876915418	compound	0.449024181847
Afrikaans	4784611	-0.777954928956	conj	0.289159518003
Afrikaans	4784611	-0.518452288888	cop	0.558575036686
Afrikaans	4784611	0.0593435352653	csubj	0.376185592754
Afrikaans	4784611	-0.905311054518	dep	0.383376877938
Afrikaans	4784611	0.74212585469	det	0.646484507535
Afrikaans	4784611	-0.722121197532	flat	0.520094795684
Afrikaans	4784611	0.712507744184	iobj	0.647745162111
Afrikaans	4784611	0.725208143428	mark	0.471351571772
Afrikaans	4784611	0.727234674635	nmod	0.335915753509
Afrikaans	4784611	0.0493465479021	nsubj	0.36563550889
Afrikaans	4784611	0.856479137486	nummod	0.840840130452
Afrikaans	4784611	0.300480020445	obj	0.29145752557
Afrikaans	4784611	-0.299670915518	obl	0.0511096231093
Afrikaans	4784611	0.514716859562	punct	0.00704489518302
Afrikaans	4784611	0.811436174492	xcomp	0.121951928601
Afrikaans	6203968	-0.787972312911	advmod	0.285798346359
Afrikaans	6203968	-0.937187064524	amod	0.29266433712
Afrikaans	6203968	0.92781063145	appos	0.834436932244
Afrikaans	6203968	-0.273277964358	aux	0.0588706142331
Afrikaans	6203968	0.890328504416	case	0.157609194931
Afrikaans	6203968	-0.596575237828	cc	0.150875818451
Afrikaans	6203968	0.675679183898	ccomp	0.318741591633
Afrikaans	6203968	-0.0312705760173	compound	0.569908497676
Afrikaans	6203968	0.00279055935743	conj	0.789997816022
Afrikaans	6203968	0.709908083907	cop	0.79669782186
Afrikaans	6203968	0.140442040982	csubj	0.252444394928
Afrikaans	6203968	-0.944551690683	dep	0.543689569648
Afrikaans	6203968	0.0797642642223	det	0.965457297994
Afrikaans	6203968	0.832956868374	flat	0.775804207971
Afrikaans	6203968	-0.293020388311	iobj	0.430982189078
Afrikaans	6203968	0.902721932646	mark	0.935252666024
Afrikaans	6203968	0.0276490208722	nmod	0.236744591661
Afrikaans	6203968	0.164253040029	nsubj	0.120040319592
Afrikaans	6203968	-0.671387376404	nummod	0.802562643373
Afrikaans	6203968	0.31334101138	obj	0.508060474226
Afrikaans	6203968	-0.239327435784	obl	0.303581594241
Afrikaans	6203968	-0.377069153102	punct	0.939707118115
Afrikaans	6203968	0.865998523884	xcomp	0.00295487720913
Afrikaans	9532084	-0.448715651265	advmod	0.425107249
Afrikaans	9532084	0.974959360154	amod	0.507077274009
Afrikaans	9532084	-0.602850286007	appos	0.47920345097
Afrikaans	9532084	0.427470780183	aux	0.529625708653
Afrikaans	9532084	-0.298107742941	case	0.827894281849
Afrikaans	9532084	0.132827459679	cc	0.570622316221
Afrikaans	9532084	0.331909632752	ccomp	0.989496356423
Afrikaans	9532084	0.998534675767	compound	0.689977637608
Afrikaans	9532084	0.846236392405	conj	0.34112378737
Afrikaans	9532084	-0.89540007631	cop	0.79918085729
Afrikaans	9532084	0.460662707191	csubj	0.602363436094
Afrikaans	9532084	-0.291174174296	dep	0.430386752756
Afrikaans	9532084	-0.548909303586	det	0.23495543427
Afrikaans	9532084	-0.627725572393	flat	0.32321831287
Afrikaans	9532084	0.741139764997	iobj	0.266132721965
Afrikaans	9532084	-0.58543250295	mark	0.152665397405
Afrikaans	9532084	0.936405167815	nmod	0.282030312323
Afrikaans	9532084	0.452595149712	nsubj	0.779596819153
Afrikaans	9532084	-0.754054660628	nummod	0.76690909337
Afrikaans	9532084	-0.848093689438	obj	0.761142739819
Afrikaans	9532084	-0.61745980276	obl	0.242172599893
Afrikaans	9532084	-0.963561120957	punct	0.0447921303099
Afrikaans	9532084	-0.60737713458	xcomp	0.758653801697
Ancient	2580331	0.9582647378	acl	0.96704522112
Ancient	2580331	-0.896751673711	advcl	0.826055655613
Ancient	2580331	-0.991826268221	advmod	0.104978618538
Ancient	2580331	-0.814028643514	amod	0.155983926469
Ancient	2580331	-0.178141299661	appos	0.672866403415
Ancient	2580331	-0.937350842539	aux	0.708111070452
Ancient	2580331	-0.170527712858	case	0.470031024498
Ancient	2580331	0.235390551154	cc	0.0353846975566
Ancient	2580331	-0.578604360993	ccomp	0.53733026964
Ancient	2580331	-0.661904344866	conj	0.627834841657
Ancient	2580331	0.633239168995	cop	0.503778905421
Ancient	2580331	0.633190273396	csubj	0.527754006658
Ancient	2580331	-0.541195579745	dep	0.210655023461
Ancient	2580331	-0.510623787402	det	0.916133239028
Ancient	2580331	-0.647853493828	discourse	0.479630670629
Ancient	2580331	0.755006898512	fixed	0.320826443865
Ancient	2580331	-0.260016442117	flat	0.518346165201
Ancient	2580331	-0.357657715264	iobj	0.463764964539
Ancient	2580331	0.257189178355	mark	0.00455912965996
Ancient	2580331	0.48373985445	nmod	0.019708860276
Ancient	2580331	-0.525279208905	nsubj	0.860376499268
Ancient	2580331	0.923608489284	nummod	0.933245220532
Ancient	2580331	0.396894987593	obj	0.73708494956
Ancient	2580331	-0.571882348306	obl	0.330277517538
Ancient	2580331	0.29567411487	orphan	0.138106719856
Ancient	2580331	0.822845084979	parataxis	0.97928379036
Ancient	2580331	0.590982726859	punct	0.369623151456
Ancient	2580331	0.436514274188	vocative	0.88484401951
Ancient	2580331	-0.807503557354	xcomp	0.684954999656
Ancient	3359093	-0.115334877117	acl	0.191949538339
Ancient	3359093	-0.354839307066	advcl	0.981710271236
Ancient	3359093	0.992794721072	advmod	0.789755496197
Ancient	3359093	-0.825651391717	amod	0.868551967776
